Gene_ID,Num_Transcripts,Transcripts_IDs,Transcript_Lengths,Difference_Length,Longest_Transcript,Length
g_14431,6,"['anno1.g14937.t1', 'anno1.g14937.t2', 'anno1.g14937.t3', 'anno1.g14937.t4', 'anno1.g14937.t5', 'anno1.g14937.t6']","[592, 546, 550, 552, 550, 506]",86,anno1.g14937.t1,592
g_14432,12,"['anno1.g14938.t1', 'anno1.g14938.t10', 'anno1.g14938.t11', 'anno1.g14938.t2', 'anno1.g14938.t3', 'anno1.g14938.t4', 'anno1.g14938.t5', 'anno1.g14938.t6', 'anno1.g14938.t7', 'anno1.g14938.t8', 'anno1.g14938.t9', 'anno2.MSTRG.16435.9']","[1187, 1288, 1205, 1178, 1256, 1221, 1199, 1201, 1210, 1199, 1181, 1183]",110,anno1.g14938.t10,1288
g_14433,1,['anno1.g14940.t1'],[117],0,anno1.g14940.t1,117
g_14434,1,['anno1.g14941.t1'],[442],0,anno1.g14941.t1,442
g_14435,1,['anno1.g14942.t1'],[324],0,anno1.g14942.t1,324
g_14436,1,['anno1.g14943.t1'],[755],0,anno1.g14943.t1,755
g_14438,3,"['anno1.g14945.t1', 'anno1.g14945.t2', 'anno2.1104_t']","[521, 512, 529]",17,anno2.1104_t,529
g_14439,1,['anno1.g14946.t1'],[137],0,anno1.g14946.t1,137
g_14440,1,['anno1.g14948.t1'],[78],0,anno1.g14948.t1,78
g_14441,2,"['anno1.g14949.t1', 'anno1.g14949.t2']","[1203, 1243]",40,anno1.g14949.t2,1243
g_14442,1,['anno1.g14950.t1'],[528],0,anno1.g14950.t1,528
g_14443,1,['anno1.g14951.t1'],[151],0,anno1.g14951.t1,151
g_14444,2,"['anno1.g14952.t1', 'anno2.409_t']","[330, 223]",107,anno1.g14952.t1,330
g_14445,1,['anno1.g14953.t1'],[653],0,anno1.g14953.t1,653
g_14446,1,['anno1.g14954.t1'],[1034],0,anno1.g14954.t1,1034
g_14447,1,['anno1.g14955.t1'],[756],0,anno1.g14955.t1,756
g_15618,1,['anno2.MSTRG.16456.2'],[384],0,anno2.MSTRG.16456.2,384
g_14448,2,"['anno1.g14956.t1', 'anno2.MSTRG.16457.2']","[468, 447]",21,anno1.g14956.t1,468
g_14449,2,"['anno1.g14957.t1', 'anno2.MSTRG.16458.2']","[254, 254]",0,anno1.g14957.t1,254
g_14450,1,['anno1.g14958.t1'],[565],0,anno1.g14958.t1,565
g_15478,1,['anno2.MSTRG.16461.1'],[441],0,anno2.MSTRG.16461.1,441
g_14451,1,['anno1.g14959.t1'],[160],0,anno1.g14959.t1,160
g_14452,1,['anno1.g14960.t1'],[248],0,anno1.g14960.t1,248
g_14453,1,['anno1.g14961.t1'],[305],0,anno1.g14961.t1,305
g_14454,3,"['anno1.g14962.t1', 'anno1.g14962.t2', 'anno2.MSTRG.16463.2']","[835, 573, 802]",262,anno1.g14962.t1,835
g_14455,1,['anno1.g14963.t1'],[388],0,anno1.g14963.t1,388
g_14456,1,['anno1.g14964.t1'],[669],0,anno1.g14964.t1,669
g_14457,1,['anno1.g14965.t1'],[514],0,anno1.g14965.t1,514
g_14459,1,['anno1.g14967.t1'],[235],0,anno1.g14967.t1,235
g_15426,1,['anno2.MSTRG.16472.1'],[475],0,anno2.MSTRG.16472.1,475
g_14460,1,['anno1.g14968.t1'],[218],0,anno1.g14968.t1,218
g_14461,2,"['anno1.g14969.t1', 'anno1.g14969.t2']","[801, 856]",55,anno1.g14969.t2,856
g_15846,1,['anno2.MSTRG.16477.1'],[103],0,anno2.MSTRG.16477.1,103
g_14462,1,['anno1.g14970.t1'],[298],0,anno1.g14970.t1,298
g_14463,1,['anno1.g14971.t1'],[184],0,anno1.g14971.t1,184
g_14464,3,"['anno1.g14972.t1', 'anno2.MSTRG.16480.2', 'anno2.MSTRG.16480.3']","[730, 227, 226]",504,anno1.g14972.t1,730
g_14465,1,['anno1.g14973.t1'],[96],0,anno1.g14973.t1,96
g_14466,1,['anno1.g14974.t1'],[132],0,anno1.g14974.t1,132
g_14467,1,['anno1.g14975.t1'],[153],0,anno1.g14975.t1,153
g_14468,1,['anno1.g14976.t1'],[691],0,anno1.g14976.t1,691
g_14469,1,['anno1.g14977.t1'],[134],0,anno1.g14977.t1,134
g_14470,2,"['anno1.g14978.t1', 'anno2.4104_t']","[280, 256]",24,anno1.g14978.t1,280
g_14471,1,['anno1.g14979.t1'],[852],0,anno1.g14979.t1,852
g_14472,2,"['anno1.g14980.t1', 'anno1.g14980.t2']","[696, 828]",132,anno1.g14980.t2,828
g_14473,3,"['anno1.g14981.t1', 'anno2.MSTRG.16488.2', 'anno2.MSTRG.16488.3']","[450, 375, 385]",75,anno1.g14981.t1,450
g_15772,1,['anno2.MSTRG.16490.1'],[929],0,anno2.MSTRG.16490.1,929
g_14474,1,['anno1.g14982.t1'],[460],0,anno1.g14982.t1,460
g_14475,1,['anno1.g14983.t1'],[324],0,anno1.g14983.t1,324
g_14476,1,['anno1.g14984.t1'],[420],0,anno1.g14984.t1,420
g_14477,4,"['anno1.g14985.t1', 'anno2.MSTRG.16498.1', 'anno2.MSTRG.16498.3', 'anno2.MSTRG.16499.1']","[1082, 959, 1077, 94]",988,anno1.g14985.t1,1082
g_14478,2,"['anno1.g14986.t1', 'anno2.1289_t']","[182, 176]",6,anno1.g14986.t1,182
g_14479,2,"['anno1.g14987.t1', 'anno2.1290_t']","[662, 664]",2,anno2.1290_t,664
g_14480,2,"['anno1.g14988.t1', 'anno2.4675_t']","[839, 466]",373,anno1.g14988.t1,839
g_15527,1,['anno2.MSTRG.16502.1'],[359],0,anno2.MSTRG.16502.1,359
g_14481,5,"['anno1.g14989.t1', 'anno1.g14989.t2', 'anno2.MSTRG.16503.1', 'anno2.MSTRG.16503.2', 'anno2.MSTRG.16503.3']","[278, 277, 280, 279, 277]",3,anno2.MSTRG.16503.1,280
g_14482,1,['anno1.g14990.t1'],[241],0,anno1.g14990.t1,241
g_14483,1,['anno2.2029_t'],[242],0,anno2.2029_t,242
g_16985,1,['anno2.MSTRG.16505.2'],[326],0,anno2.MSTRG.16505.2,326
g_14484,1,['anno1.g14992.t1'],[337],0,anno1.g14992.t1,337
g_14485,1,['anno1.g14993.t1'],[526],0,anno1.g14993.t1,526
g_14486,1,['anno1.g14994.t1'],[313],0,anno1.g14994.t1,313
g_14487,2,"['anno1.g14995.t1', 'anno2.6179_t']","[1050, 1533]",483,anno2.6179_t,1533
g_14488,1,['anno1.g14997.t1'],[440],0,anno1.g14997.t1,440
g_14491,1,['anno1.g15000.t1'],[94],0,anno1.g15000.t1,94
g_14492,3,"['anno1.g15001.t1', 'anno2.MSTRG.16515.4', 'anno2.MSTRG.16515.5']","[332, 602, 605]",273,anno2.MSTRG.16515.5,605
g_15705,1,['anno2.MSTRG.16516.1'],[331],0,anno2.MSTRG.16516.1,331
g_16986,1,['anno2.1030_t'],[54],0,anno2.1030_t,54
g_14493,4,"['anno1.g15002.t1', 'anno1.g15002.t2', 'anno2.1031_t', 'anno2.MSTRG.16519.2']","[506, 528, 271, 211]",317,anno1.g15002.t2,528
g_14494,1,['anno1.g15003.t1'],[188],0,anno1.g15003.t1,188
g_14495,1,['anno1.g15004.t1'],[105],0,anno1.g15004.t1,105
g_14496,1,['anno1.g15005.t1'],[244],0,anno1.g15005.t1,244
g_14497,1,['anno1.g15006.t1'],[476],0,anno1.g15006.t1,476
g_14498,2,"['anno1.g15007.t1', 'anno2.MSTRG.16528.3']","[900, 747]",153,anno1.g15007.t1,900
g_14500,1,['anno1.g15009.t1'],[1364],0,anno1.g15009.t1,1364
g_14501,1,['anno1.g15010.t1'],[1353],0,anno1.g15010.t1,1353
g_16804,1,['anno2.6394_t'],[209],0,anno2.6394_t,209
g_14502,1,['anno1.g15011.t1'],[321],0,anno1.g15011.t1,321
g_14503,1,['anno1.g15012.t1'],[785],0,anno1.g15012.t1,785
g_14504,1,['anno1.g15013.t1'],[363],0,anno1.g15013.t1,363
g_14505,1,['anno1.g15014.t1'],[963],0,anno1.g15014.t1,963
g_14506,1,['anno1.g15015.t1'],[475],0,anno1.g15015.t1,475
g_14507,2,"['anno1.g15016.t1', 'anno2.2956_t']","[208, 232]",24,anno2.2956_t,232
g_14508,1,['anno1.g15017.t1'],[1014],0,anno1.g15017.t1,1014
g_16633,1,['anno2.5129_t'],[140],0,anno2.5129_t,140
g_14509,1,['anno1.g15018.t1'],[293],0,anno1.g15018.t1,293
g_14510,1,['anno2.MSTRG.16549.1'],[326],0,anno2.MSTRG.16549.1,326
g_16132,1,['anno2.1766_t'],[164],0,anno2.1766_t,164
g_14511,1,['anno1.g15020.t1'],[624],0,anno1.g15020.t1,624
g_14512,1,['anno1.g15021.t1'],[227],0,anno1.g15021.t1,227
g_14513,2,"['anno1.g15022.t1', 'anno1.g15022.t2']","[1897, 1893]",4,anno1.g15022.t1,1897
g_14514,1,['anno1.g15023.t1'],[189],0,anno1.g15023.t1,189
g_14515,1,['anno1.g15024.t1'],[678],0,anno1.g15024.t1,678
g_14517,1,['anno1.g15026.t1'],[398],0,anno1.g15026.t1,398
g_14518,3,"['anno1.g15027.t1', 'anno1.g15027.t2', 'anno2.5317_t']","[285, 315, 285]",30,anno1.g15027.t2,315
g_14519,1,['anno1.g15028.t1'],[703],0,anno1.g15028.t1,703
g_14520,1,['anno1.g15029.t1'],[276],0,anno1.g15029.t1,276
g_14521,1,['anno1.g15030.t1'],[267],0,anno1.g15030.t1,267
g_16110,1,['anno2.1637_t'],[349],0,anno2.1637_t,349
g_14522,1,['anno1.g15031.t1'],[306],0,anno1.g15031.t1,306
g_14523,1,['anno1.g15032.t1'],[355],0,anno1.g15032.t1,355
g_14525,1,['anno1.g15034.t1'],[171],0,anno1.g15034.t1,171
g_14526,1,['anno1.g15035.t1'],[800],0,anno1.g15035.t1,800
g_14527,2,"['anno1.g15036.t1', 'anno2.MSTRG.16572.2']","[417, 470]",53,anno2.MSTRG.16572.2,470
g_14528,1,['anno1.g15037.t1'],[731],0,anno1.g15037.t1,731
g_14529,2,"['anno1.g15038.t1', 'anno2.MSTRG.16573.2']","[736, 735]",1,anno1.g15038.t1,736
g_14530,1,['anno1.g15039.t1'],[323],0,anno1.g15039.t1,323
g_14531,4,"['anno1.g15040.t1', 'anno1.g15040.t2', 'anno1.g15040.t3', 'anno2.MSTRG.16575.1']","[749, 750, 748, 747]",3,anno1.g15040.t2,750
g_15917,1,['anno2.300_t'],[356],0,anno2.300_t,356
g_14532,1,['anno1.g15041.t1'],[533],0,anno1.g15041.t1,533
g_14533,1,['anno1.g15042.t1'],[1144],0,anno1.g15042.t1,1144
g_14534,2,"['anno1.g15043.t1', 'anno1.g15043.t2']","[557, 545]",12,anno1.g15043.t1,557
g_14535,2,"['anno1.g15044.t1', 'anno2.MSTRG.16578.1']","[369, 411]",42,anno2.MSTRG.16578.1,411
g_14536,1,['anno2.MSTRG.16579.2'],[397],0,anno2.MSTRG.16579.2,397
g_16175,1,['anno2.2156_t'],[122],0,anno2.2156_t,122
g_14537,2,"['anno1.g15046.t1', 'anno2.MSTRG.16580.1']","[453, 468]",15,anno2.MSTRG.16580.1,468
g_14538,1,['anno1.g15047.t1'],[424],0,anno1.g15047.t1,424
g_14539,1,['anno1.g15048.t1'],[435],0,anno1.g15048.t1,435
g_14540,2,"['anno1.g15049.t1', 'anno2.3487_t']","[572, 582]",10,anno2.3487_t,582
g_14541,1,['anno1.g15050.t1'],[208],0,anno1.g15050.t1,208
g_14542,1,['anno1.g15051.t1'],[197],0,anno1.g15051.t1,197
g_14543,2,"['anno1.g15052.t1', 'anno2.MSTRG.16584.1']","[337, 382]",45,anno2.MSTRG.16584.1,382
g_14544,1,['anno1.g15053.t1'],[336],0,anno1.g15053.t1,336
g_14545,4,"['anno1.g15054.t1', 'anno1.g15054.t2', 'anno2.MSTRG.16586.1', 'anno2.MSTRG.16586.2']","[636, 621, 685, 670]",64,anno2.MSTRG.16586.1,685
g_14546,2,"['anno1.g15055.t1', 'anno2.MSTRG.16588.1']","[517, 506]",11,anno1.g15055.t1,517
g_14547,1,['anno1.g15056.t1'],[768],0,anno1.g15056.t1,768
g_14548,1,['anno1.g15057.t1'],[609],0,anno1.g15057.t1,609
g_14549,1,['anno1.g15058.t1'],[249],0,anno1.g15058.t1,249
g_14550,1,['anno1.g15059.t1'],[307],0,anno1.g15059.t1,307
g_14551,1,['anno1.g15060.t1'],[887],0,anno1.g15060.t1,887
g_15538,1,['anno2.MSTRG.16594.1'],[544],0,anno2.MSTRG.16594.1,544
g_14552,1,['anno1.g15061.t1'],[293],0,anno1.g15061.t1,293
g_14553,3,"['anno1.g15062.t1', 'anno1.g15062.t2', 'anno2.3815_t']","[932, 926, 954]",28,anno2.3815_t,954
g_14554,1,['anno1.g15063.t1'],[263],0,anno1.g15063.t1,263
g_14555,2,"['anno1.g15064.t1', 'anno2.783_t']","[557, 538]",19,anno1.g15064.t1,557
g_14556,2,"['anno1.g15065.t1', 'anno1.g15065.t2']","[854, 856]",2,anno1.g15065.t2,856
g_16674,1,['anno2.5446_t'],[348],0,anno2.5446_t,348
g_14557,5,"['anno1.g15069.t1', 'anno1.g15069.t2', 'anno2.MSTRG.16611.1', 'anno2.MSTRG.16611.6', 'anno2.MSTRG.16611.8']","[1128, 1156, 1052, 1021, 1143]",135,anno1.g15069.t2,1156
g_14559,1,['anno1.g15070.t1'],[165],0,anno1.g15070.t1,165
g_14560,2,"['anno1.g15071.t1', 'anno2.MSTRG.16614.2']","[408, 317]",91,anno1.g15071.t1,408
g_14561,1,['anno1.g15072.t1'],[682],0,anno1.g15072.t1,682
g_14562,1,['anno1.g15073.t1'],[143],0,anno1.g15073.t1,143
g_14563,1,['anno1.g15074.t1'],[191],0,anno1.g15074.t1,191
g_14564,1,['anno1.g15075.t1'],[270],0,anno1.g15075.t1,270
g_14565,2,"['anno1.g15076.t1', 'anno2.MSTRG.16616.1']","[697, 700]",3,anno2.MSTRG.16616.1,700
g_14566,1,['anno1.g15077.t1'],[235],0,anno1.g15077.t1,235
g_14567,1,['anno1.g15078.t1'],[287],0,anno1.g15078.t1,287
g_14568,2,"['anno1.g15079.t1', 'anno2.5530_t']","[530, 492]",38,anno1.g15079.t1,530
g_14569,1,['anno2.5531_t'],[101],0,anno2.5531_t,101
g_14570,1,['anno1.g15081.t1'],[316],0,anno1.g15081.t1,316
g_14571,1,['anno1.g15082.t1'],[323],0,anno1.g15082.t1,323
g_14572,1,['anno1.g15083.t1'],[321],0,anno1.g15083.t1,321
g_14573,1,['anno1.g15084.t1'],[130],0,anno1.g15084.t1,130
g_14574,1,['anno1.g15085.t1'],[130],0,anno1.g15085.t1,130
g_14575,1,['anno1.g15086.t1'],[319],0,anno1.g15086.t1,319
g_14576,1,['anno1.g15087.t1'],[163],0,anno1.g15087.t1,163
g_16987,1,['anno1.g15088.t1'],[187],0,anno1.g15088.t1,187
g_16686,1,['anno2.5539_t'],[502],0,anno2.5539_t,502
g_14578,2,"['anno2.MSTRG.16621.5', 'anno2.MSTRG.16621.6']","[647, 502]",145,anno2.MSTRG.16621.5,647
g_14579,1,['anno1.g15091.t1'],[661],0,anno1.g15091.t1,661
g_14581,2,"['anno1.g15093.t1', 'anno2.5555_t']","[145, 201]",56,anno2.5555_t,201
g_14582,1,['anno1.g15094.t1'],[430],0,anno1.g15094.t1,430
g_14583,1,['anno1.g15095.t1'],[214],0,anno1.g15095.t1,214
g_14584,1,['anno1.g15096.t1'],[333],0,anno1.g15096.t1,333
g_14585,1,['anno1.g15097.t1'],[147],0,anno1.g15097.t1,147
g_14586,1,['anno1.g15098.t1'],[1103],0,anno1.g15098.t1,1103
g_14588,2,"['anno1.g15100.t1', 'anno2.MSTRG.16631.1']","[841, 822]",19,anno1.g15100.t1,841
g_14589,1,['anno1.g15101.t1'],[389],0,anno1.g15101.t1,389
g_16988,1,['anno1.g15102.t1'],[442],0,anno1.g15102.t1,442
g_14590,1,['anno1.g15103.t1'],[150],0,anno1.g15103.t1,150
g_14592,1,['anno1.g15105.t1'],[312],0,anno1.g15105.t1,312
g_14593,1,['anno1.g15106.t1'],[359],0,anno1.g15106.t1,359
g_14594,1,['anno1.g15107.t1'],[290],0,anno1.g15107.t1,290
g_16146,1,['anno2.1880_t'],[114],0,anno2.1880_t,114
g_14595,5,"['anno1.g15108.t1', 'anno1.g15108.t2', 'anno1.g15108.t3', 'anno2.MSTRG.16643.3', 'anno2.MSTRG.16643.4']","[277, 287, 266, 263, 279]",24,anno1.g15108.t2,287
g_14596,1,['anno2.3925_t'],[240],0,anno2.3925_t,240
g_14598,2,"['anno1.g15111.t1', 'anno1.g15111.t2']","[694, 675]",19,anno1.g15111.t1,694
g_14599,2,"['anno1.g15112.t1', 'anno2.1232_t']","[118, 126]",8,anno2.1232_t,126
g_14600,1,['anno2.MSTRG.16655.1'],[267],0,anno2.MSTRG.16655.1,267
g_14601,1,['anno1.g15114.t1'],[342],0,anno1.g15114.t1,342
g_14602,1,['anno1.g15115.t1'],[295],0,anno1.g15115.t1,295
g_14603,2,"['anno1.g15116.t1', 'anno2.MSTRG.16657.1']","[1182, 1178]",4,anno1.g15116.t1,1182
g_14604,1,['anno1.g15117.t1'],[362],0,anno1.g15117.t1,362
g_14605,1,['anno1.g15118.t1'],[661],0,anno1.g15118.t1,661
g_14606,1,['anno1.g15119.t1'],[160],0,anno1.g15119.t1,160
g_14607,1,['anno2.MSTRG.16660.1'],[152],0,anno2.MSTRG.16660.1,152
g_14608,1,['anno1.g15121.t1'],[393],0,anno1.g15121.t1,393
g_14609,1,['anno1.g15123.t1'],[165],0,anno1.g15123.t1,165
g_14610,3,"['anno1.g15124.t1', 'anno1.g15124.t2', 'anno2.MSTRG.16664.3']","[319, 359, 290]",69,anno1.g15124.t2,359
g_14611,1,['anno1.g15125.t1'],[82],0,anno1.g15125.t1,82
g_16524,1,['anno2.4392_t'],[121],0,anno2.4392_t,121
g_14612,1,['anno1.g15126.t1'],[300],0,anno1.g15126.t1,300
g_14614,1,['anno1.g15128.t1'],[175],0,anno1.g15128.t1,175
g_14613,1,['anno2.MSTRG.16674.2'],[342],0,anno2.MSTRG.16674.2,342
g_14615,3,"['anno1.g15129.t1', 'anno1.g15130.t1', 'anno2.243_t']","[331, 462, 900]",569,anno2.243_t,900
g_14616,1,['anno1.g15131.t1'],[211],0,anno1.g15131.t1,211
g_14617,1,['anno1.g15132.t1'],[321],0,anno1.g15132.t1,321
g_14618,1,['anno1.g15133.t1'],[185],0,anno1.g15133.t1,185
g_14619,1,['anno1.g15134.t1'],[208],0,anno1.g15134.t1,208
g_14620,2,"['anno1.g15135.t1', 'anno1.g15135.t2']","[608, 607]",1,anno1.g15135.t1,608
g_14621,1,['anno1.g15136.t1'],[191],0,anno1.g15136.t1,191
g_14622,1,['anno1.g15137.t1'],[170],0,anno1.g15137.t1,170
g_14623,1,['anno1.g15138.t1'],[656],0,anno1.g15138.t1,656
g_14624,1,['anno1.g15139.t1'],[97],0,anno1.g15139.t1,97
g_14625,1,['anno1.g15140.t1'],[812],0,anno1.g15140.t1,812
g_14626,1,['anno1.g15141.t1'],[912],0,anno1.g15141.t1,912
g_14628,2,"['anno1.g15143.t1', 'anno2.MSTRG.16685.2']","[196, 216]",20,anno2.MSTRG.16685.2,216
g_14629,1,['anno1.g15144.t1'],[113],0,anno1.g15144.t1,113
g_14630,1,['anno1.g15145.t1'],[590],0,anno1.g15145.t1,590
g_14631,1,['anno1.g15146.t1'],[786],0,anno1.g15146.t1,786
g_14632,1,['anno1.g15147.t1'],[345],0,anno1.g15147.t1,345
g_14633,2,"['anno1.g15148.t1', 'anno1.g15148.t2']","[236, 245]",9,anno1.g15148.t2,245
g_14634,4,"['anno1.g15149.t1', 'anno2.MSTRG.16692.1', 'anno2.MSTRG.16692.7', 'anno2.MSTRG.16692.9']","[562, 574, 563, 577]",15,anno2.MSTRG.16692.9,577
g_14635,1,['anno1.g15150.t1'],[311],0,anno1.g15150.t1,311
g_14636,2,"['anno1.g15151.t1', 'anno2.MSTRG.16693.1']","[784, 1186]",402,anno2.MSTRG.16693.1,1186
g_16763,1,['anno2.6075_t'],[146],0,anno2.6075_t,146
g_14637,1,['anno1.g15152.t1'],[797],0,anno1.g15152.t1,797
g_14638,2,"['anno1.g15153.t1', 'anno1.g15153.t2']","[294, 221]",73,anno1.g15153.t1,294
g_15850,1,['anno2.MSTRG.16699.2'],[133],0,anno2.MSTRG.16699.2,133
g_14640,1,['anno1.g15155.t1'],[254],0,anno1.g15155.t1,254
g_14641,2,"['anno1.g15156.t1', 'anno2.MSTRG.16704.4']","[1940, 6610]",4670,anno2.MSTRG.16704.4,6610
g_14642,1,['anno1.g15157.t1'],[1399],0,anno1.g15157.t1,1399
g_15851,1,['anno2.MSTRG.16707.1'],[99],0,anno2.MSTRG.16707.1,99
g_14645,1,['anno1.g15160.t1'],[986],0,anno1.g15160.t1,986
g_14646,1,['anno1.g15162.t1'],[392],0,anno1.g15162.t1,392
g_14647,2,"['anno1.g15163.t1', 'anno2.MSTRG.16711.3']","[506, 468]",38,anno1.g15163.t1,506
g_15665,1,['anno2.MSTRG.16712.1'],[1616],0,anno2.MSTRG.16712.1,1616
g_14648,1,['anno1.g15164.t1'],[396],0,anno1.g15164.t1,396
g_14649,1,['anno1.g15165.t1'],[161],0,anno1.g15165.t1,161
g_14650,2,"['anno1.g15166.t1', 'anno2.2411_t']","[303, 320]",17,anno2.2411_t,320
g_14651,1,['anno1.g15167.t1'],[1181],0,anno1.g15167.t1,1181
g_14652,1,['anno1.g15168.t1'],[166],0,anno1.g15168.t1,166
g_14653,1,['anno1.g15169.t1'],[99],0,anno1.g15169.t1,99
g_14654,1,['anno1.g15170.t1'],[110],0,anno1.g15170.t1,110
g_14655,1,['anno1.g15171.t1'],[189],0,anno1.g15171.t1,189
g_14656,1,['anno1.g15172.t1'],[778],0,anno1.g15172.t1,778
g_14657,1,['anno1.g15173.t1'],[394],0,anno1.g15173.t1,394
g_14658,1,['anno1.g15174.t1'],[229],0,anno1.g15174.t1,229
g_14659,1,['anno1.g15175.t1'],[521],0,anno1.g15175.t1,521
g_14660,1,['anno1.g15176.t1'],[312],0,anno1.g15176.t1,312
g_14661,1,['anno1.g15177.t1'],[657],0,anno1.g15177.t1,657
g_14662,1,['anno1.g15178.t1'],[260],0,anno1.g15178.t1,260
g_14663,1,['anno2.5886_t'],[961],0,anno2.5886_t,961
g_14664,1,['anno1.g15180.t1'],[279],0,anno1.g15180.t1,279
g_14665,1,['anno1.g15181.t1'],[2339],0,anno1.g15181.t1,2339
g_14666,1,['anno1.g15182.t1'],[122],0,anno1.g15182.t1,122
g_14667,2,"['anno1.g15183.t1', 'anno2.133_t']","[106, 80]",26,anno1.g15183.t1,106
g_14668,1,['anno1.g15184.t1'],[312],0,anno1.g15184.t1,312
g_14669,1,['anno2.MSTRG.16747.1'],[469],0,anno2.MSTRG.16747.1,469
g_14670,2,"['anno1.g15186.t1', 'anno2.MSTRG.16748.2']","[549, 547]",2,anno1.g15186.t1,549
g_14671,1,['anno1.g15187.t1'],[1319],0,anno1.g15187.t1,1319
g_14672,1,['anno1.g15188.t1'],[120],0,anno1.g15188.t1,120
g_15278,1,['anno2.MSTRG.16754.2'],[125],0,anno2.MSTRG.16754.2,125
g_14674,2,"['anno1.g15190.t1', 'anno2.MSTRG.16756.1']","[779, 1161]",382,anno2.MSTRG.16756.1,1161
g_14675,1,['anno1.g15191.t1'],[369],0,anno1.g15191.t1,369
g_14676,2,"['anno1.g15192.t1', 'anno1.g15192.t2']","[351, 278]",73,anno1.g15192.t1,351
g_14677,1,['anno1.g15194.t1'],[378],0,anno1.g15194.t1,378
g_14678,2,"['anno1.g15195.t1', 'anno2.6427_t']","[130, 141]",11,anno2.6427_t,141
g_14680,1,['anno1.g15198.t1'],[107],0,anno1.g15198.t1,107
g_14681,1,['anno1.g15199.t1'],[771],0,anno1.g15199.t1,771
g_14682,1,['anno1.g15200.t1'],[431],0,anno1.g15200.t1,431
g_14683,1,['anno1.g15201.t1'],[278],0,anno1.g15201.t1,278
g_14685,1,['anno1.g15203.t1'],[333],0,anno1.g15203.t1,333
g_14686,1,['anno1.g15204.t1'],[147],0,anno1.g15204.t1,147
g_14687,2,"['anno1.g15205.t1', 'anno1.g15205.t2']","[1425, 1426]",1,anno1.g15205.t2,1426
g_14688,1,['anno1.g15206.t1'],[154],0,anno1.g15206.t1,154
g_14689,1,['anno1.g15207.t1'],[244],0,anno1.g15207.t1,244
g_14690,1,['anno1.g15208.t1'],[1383],0,anno1.g15208.t1,1383
g_14691,2,"['anno1.g15209.t1', 'anno2.MSTRG.16780.3']","[424, 487]",63,anno2.MSTRG.16780.3,487
g_14692,1,['anno1.g15210.t1'],[300],0,anno1.g15210.t1,300
g_14693,1,['anno1.g15211.t1'],[479],0,anno1.g15211.t1,479
g_14694,1,['anno1.g15212.t1'],[177],0,anno1.g15212.t1,177
g_14695,1,['anno1.g15213.t1'],[485],0,anno1.g15213.t1,485
g_14696,1,['anno1.g15214.t1'],[504],0,anno1.g15214.t1,504
g_14697,1,['anno1.g15215.t1'],[507],0,anno1.g15215.t1,507
g_14698,1,['anno1.g15216.t1'],[444],0,anno1.g15216.t1,444
g_14699,1,['anno1.g15217.t1'],[170],0,anno1.g15217.t1,170
g_14700,1,['anno1.g15218.t1'],[199],0,anno1.g15218.t1,199
g_14701,1,['anno1.g15219.t1'],[1610],0,anno1.g15219.t1,1610
g_14702,1,['anno1.g15220.t1'],[735],0,anno1.g15220.t1,735
g_14703,1,['anno1.g15221.t1'],[1247],0,anno1.g15221.t1,1247
g_14704,1,['anno1.g15222.t1'],[1247],0,anno1.g15222.t1,1247
g_14705,1,['anno1.g15223.t1'],[237],0,anno1.g15223.t1,237
g_14707,2,"['anno1.g15225.t1', 'anno2.MSTRG.16802.1']","[1047, 1068]",21,anno2.MSTRG.16802.1,1068
g_14706,1,['anno1.g15224.t1'],[173],0,anno1.g15224.t1,173
g_14708,1,['anno1.g15226.t1'],[523],0,anno1.g15226.t1,523
g_14709,1,['anno1.g15227.t1'],[895],0,anno1.g15227.t1,895
g_14710,1,['anno1.g15228.t1'],[347],0,anno1.g15228.t1,347
g_14711,2,"['anno1.g15229.t1', 'anno2.3489_t']","[263, 266]",3,anno2.3489_t,266
g_14712,1,['anno1.g15230.t1'],[496],0,anno1.g15230.t1,496
g_14713,1,['anno1.g15231.t1'],[961],0,anno1.g15231.t1,961
g_14714,2,"['anno1.g15232.t1', 'anno1.g15232.t2']","[582, 583]",1,anno1.g15232.t2,583
g_14715,2,"['anno1.g15233.t1', 'anno2.4605_t']","[320, 333]",13,anno2.4605_t,333
g_14716,1,['anno1.g15234.t1'],[365],0,anno1.g15234.t1,365
g_15849,1,['anno2.MSTRG.16810.1'],[114],0,anno2.MSTRG.16810.1,114
g_14717,1,['anno1.g15235.t1'],[149],0,anno1.g15235.t1,149
g_14719,1,['anno1.g15237.t1'],[186],0,anno1.g15237.t1,186
g_14720,1,['anno1.g15238.t1'],[74],0,anno1.g15238.t1,74
g_14721,1,['anno1.g15239.t1'],[292],0,anno1.g15239.t1,292
g_14722,1,['anno1.g15240.t1'],[926],0,anno1.g15240.t1,926
g_14723,1,['anno1.g15241.t1'],[316],0,anno1.g15241.t1,316
g_14724,1,['anno1.g15242.t1'],[311],0,anno1.g15242.t1,311
g_14725,1,['anno1.g15243.t1'],[237],0,anno1.g15243.t1,237
g_14726,1,['anno1.g15244.t1'],[313],0,anno1.g15244.t1,313
g_14727,1,['anno1.g15245.t1'],[1542],0,anno1.g15245.t1,1542
g_14728,1,['anno1.g15246.t1'],[2306],0,anno1.g15246.t1,2306
g_14729,1,['anno1.g15247.t1'],[254],0,anno1.g15247.t1,254
