go_id,go_description,gene_ids,count_genes,category,GeneRatio,BgRatio
GO:0009792,embryo development ending in birth or egg hatching,"['g_8', 'g_9686', 'g_9715', 'g_97', 'g_9982', 'g_10212', 'g_10221', 'g_1022', 'g_1029', 'g_10338', 'g_10428', 'g_10439', 'g_1050', 'g_1057', 'g_10603', 'g_10674', 'g_10748', 'g_10758', 'g_10800', 'g_10804', 'g_10857', 'g_10899', 'g_108', 'g_11070', 'g_11114', 'g_11138', 'g_11223', 'g_11270', 'g_11308', 'g_11339', 'g_11348', 'g_11447', 'g_11563', 'g_11769', 'g_1185', 'g_12001', 'g_12265', 'g_12276', 'g_12363', 'g_12389', 'g_12535', 'g_12540', 'g_12548', 'g_12667', 'g_12700', 'g_12736', 'g_12778', 'g_12901', 'g_13092', 'g_13117', 'g_13133', 'g_13143', 'g_13216', 'g_13237', 'g_13261', 'g_13286', 'g_13340', 'g_1339', 'g_137', 'g_13630', 'g_13633', 'g_13648', 'g_13707', 'g_13763', 'g_1379', 'g_13875', 'g_14031', 'g_14066', 'g_14072', 'g_1430', 'g_14342', 'g_14343', 'g_14367', 'g_16984', 'g_1436', 'g_14420', 'g_14441', 'g_1449', 'g_1450', 'g_14529', 'g_14551', 'g_14728', 'g_14750', 'g_14873', 'g_1495', 'g_14996', 'g_15041', 'g_1508', 'g_15156', 'g_1534', 'g_1633', 'g_1802', 'g_1830', 'g_1997', 'g_2008', 'g_2020', 'g_2068', 'g_2163', 'g_2216', 'g_2433', 'g_2501', 'g_2502', 'g_2504', 'g_2563', 'g_2616', 'g_2657', 'g_2712', 'g_2757', 'g_2765', 'g_2786', 'g_2787', 'g_2788', 'g_2834', 'g_28', 'g_2932', 'g_2951', 'g_3003', 'g_3006', 'g_3023', 'g_3056', 'g_3057', 'g_3153', 'g_3159', 'g_3228', 'g_339', 'g_3413', 'g_3548', 'g_3605', 'g_365', 'g_3740', 'g_3755', 'g_383', 'g_3803', 'g_386', 'g_3896', 'g_3964', 'g_4020', 'g_4076', 'g_4099', 'g_412', 'g_4104', 'g_4165', 'g_4175', 'g_430', 'g_4371', 'g_4495', 'g_4559', 'g_4608', 'g_4665', 'g_4669', 'g_4731', 'g_4753', 'g_4778', 'g_4783', 'g_484', 'g_4821', 'g_4907', 'g_5039', 'g_5130', 'g_5266', 'g_5318', 'g_5329', 'g_5369', 'g_5373', 'g_5415', 'g_5510', 'g_5584', 'g_5605', 'g_5637', 'g_5727', 'g_599', 'g_5953', 'g_6001', 'g_6028', 'g_6040', 'g_6072', 'g_6078', 'g_6098', 'g_6155', 'g_6197', 'g_6258', 'g_6329', 'g_6511', 'g_6565', 'g_6593', 'g_6622', 'g_6683', 'g_6866', 'g_6932', 'g_6973', 'g_6992', 'g_7233', 'g_7254', 'g_7428', 'g_7432', 'g_7444', 'g_7463', 'g_7563', 'g_7608', 'g_7717', 'g_779', 'g_7774', 'g_784', 'g_7903', 'g_16918', 'g_8054', 'g_8060', 'g_8067', 'g_8093', 'g_8124', 'g_8129', 'g_8136', 'g_8181', 'g_8228', 'g_8242', 'g_8257', 'g_8262', 'g_8295', 'g_8325', 'g_8329', 'g_8347', 'g_8360', 'g_8383', 'g_8436', 'g_8529', 'g_8570', 'g_8593', 'g_8600', 'g_8607', 'g_8651', 'g_8719', 'g_878', 'g_8820', 'g_8886', 'g_8898', 'g_8962', 'g_8978', 'g_9021', 'g_9068', 'g_9339', 'g_92', 'g_940', 'g_9456', 'g_9614', 'g_14438', 'g_7868', 'g_7324', 'g_12784', 'g_2730', 'g_4949', 'g_3725', 'g_12267', 'g_16823', 'g_5168', 'g_5262', 'g_5436', 'g_5486', 'g_6383', 'g_6594', 'g_6853', 'g_7240', 'g_15313', 'g_1635', 'g_15332', 'g_9035', 'g_9218', 'g_15393', 'g_9329', 'g_9372', 'g_9412', 'g_9961', 'g_10065', 'g_13064', 'g_15428', 'g_14240', 'g_14545', 'g_14788', 'g_14821', 'g_15028', 'g_15261', 'g_15729', 'g_7888', 'g_7930', 'g_8237', 'g_8496', 'g_8545', 'g_8596', 'g_8765', 'g_8851', 'g_10335', 'g_15436', 'g_10515', 'g_10741', 'g_2419', 'g_5874', 'g_15296', 'g_6051', 'g_16855', 'g_3389', 'g_3633', 'g_3934', 'g_3978', 'g_2706', 'g_15420', 'g_15810', 'g_15620', 'g_10', 'g_617', 'g_11459', 'g_11706', 'g_12211', 'g_12426', 'g_12566', 'g_12624', 'g_12809', 'g_4031', 'g_15347', 'g_4589', 'g_4884']",319,biological_process,319/1892,319/1894
GO:0010494,cytoplasmic stress granule,"['g_8', 'g_9846', 'g_10076', 'g_10251', 'g_10722', 'g_11748', 'g_12412', 'g_14551', 'g_15056', 'g_1639', 'g_2320', 'g_2657', 'g_3079', 'g_3085', 'g_3293', 'g_3548', 'g_4772', 'g_5547', 'g_7504', 'g_7621', 'g_7868', 'g_16823', 'g_13381', 'g_13644', 'g_14821', 'g_2767', 'g_4734']",27,cellular_component,27/1892,27/1894
GO:0015629,actin cytoskeleton,"['g_8', 'g_10336', 'g_10349', 'g_10401', 'g_1100', 'g_11077', 'g_11428', 'g_11447', 'g_11519', 'g_11643', 'g_12472', 'g_12548', 'g_12703', 'g_12791', 'g_13286', 'g_13474', 'g_13501', 'g_13553', 'g_14072', 'g_14441', 'g_14464', 'g_14728', 'g_1475', 'g_14873', 'g_14912', 'g_15143', 'g_15156', 'g_15231', 'g_15232', 'g_1534', 'g_1599', 'g_1831', 'g_1833', 'g_1922', 'g_2150', 'g_2411', 'g_2510', 'g_2655', 'g_2765', 'g_2834', 'g_3003', 'g_37', 'g_3780', 'g_3837', 'g_3964', 'g_3984', 'g_4044', 'g_4073', 'g_5120', 'g_5547', 'g_5658', 'g_5697', 'g_5728', 'g_5870', 'g_6197', 'g_6384', 'g_6466', 'g_6712', 'g_689', 'g_6973', 'g_6988', 'g_7141', 'g_737', 'g_7445', 'g_7446', 'g_7490', 'g_7561', 'g_780', 'g_7774', 'g_7916', 'g_8325', 'g_8455', 'g_8600', 'g_8651', 'g_8761', 'g_8916', 'g_9425', 'g_9467', 'g_13766', 'g_287', 'g_421', 'g_7645', 'g_15332', 'g_9164', 'g_9315', 'g_13388', 'g_15282', 'g_15028', 'g_7930', 'g_8496', 'g_8690', 'g_8705', 'g_8715', 'g_10277', 'g_2196', 'g_11215', 'g_15601', 'g_15420', 'g_2963', 'g_57', 'g_1280', 'g_12379', 'g_4098', 'g_4909']",104,cellular_component,104/1892,104/1894
GO:0016324,apical plasma membrane,"['g_8', 'g_9651', 'g_9715', 'g_9796', 'g_9856', 'g_994', 'g_9987', 'g_1014', 'g_10251', 'g_10418', 'g_10437', 'g_10439', 'g_1053', 'g_10599', 'g_10603', 'g_10823', 'g_10835', 'g_10857', 'g_10896', 'g_10899', 'g_10983', 'g_11033', 'g_11040', 'g_11070', 'g_11102', 'g_11157', 'g_11158', 'g_11306', 'g_11383', 'g_16952', 'g_11424', 'g_11566', 'g_11575', 'g_11805', 'g_11868', 'g_11957', 'g_11970', 'g_1199', 'g_12005', 'g_12029', 'g_12036', 'g_12153', 'g_12164', 'g_12269', 'g_1239', 'g_12404', 'g_12456', 'g_12535', 'g_12667', 'g_12693', 'g_12700', 'g_12703', 'g_12736', 'g_12789', 'g_12914', 'g_1308', 'g_13092', 'g_13111', 'g_13143', 'g_13165', 'g_13198', 'g_13268', 'g_13297', 'g_13390', 'g_13499', 'g_13509', 'g_137', 'g_13639', 'g_1362', 'g_13668', 'g_13675', 'g_13718', 'g_13750', 'g_13755', 'g_13785', 'g_1379', 'g_13957', 'g_13971', 'g_14066', 'g_14072', 'g_1407', 'g_14168', 'g_1420', 'g_14250', 'g_14272', 'g_14304', 'g_14342', 'g_14343', 'g_1436', 'g_14595', 'g_14642', 'g_14645', 'g_14706', 'g_1472', 'g_14798', 'g_14873', 'g_14885', 'g_14893', 'g_14965', 'g_14972', 'g_15041', 'g_15043', 'g_15143', 'g_159', 'g_1630', 'g_1637', 'g_173', 'g_1830', 'g_1833', 'g_1893', 'g_1921', 'g_1922', 'g_2305', 'g_2347', 'g_2411', 'g_2538', 'g_2550', 'g_2616', 'g_2633', 'g_2654', 'g_2672', 'g_2691', 'g_2722', 'g_2757', 'g_2780', 'g_2866', 'g_28', 'g_3023', 'g_3055', 'g_3056', 'g_3079', 'g_3153', 'g_3160', 'g_3176', 'g_3228', 'g_3294', 'g_3386', 'g_3388', 'g_343', 'g_3485', 'g_3582', 'g_3620', 'g_3654', 'g_371', 'g_3732', 'g_3755', 'g_3780', 'g_3803', 'g_3813', 'g_3837', 'g_3961', 'g_4020', 'g_4076', 'g_4177', 'g_4371', 'g_44', 'g_4540', 'g_4618', 'g_4665', 'g_4728', 'g_4778', 'g_4821', 'g_5080', 'g_5102', 'g_5117', 'g_516', 'g_5130', 'g_518', 'g_5271', 'g_5341', 'g_5369', 'g_5404', 'g_5437', 'g_5556', 'g_5727', 'g_5950', 'g_5953', 'g_5955', 'g_613', 'g_6093', 'g_6098', 'g_6289', 'g_6304', 'g_6466', 'g_650', 'g_656', 'g_6690', 'g_6898', 'g_6899', 'g_7166', 'g_7233', 'g_7242', 'g_7244', 'g_7256', 'g_7259', 'g_7302', 'g_737', 'g_7373', 'g_7417', 'g_7461', 'g_7490', 'g_7563', 'g_7608', 'g_7615', 'g_7620', 'g_7649', 'g_7711', 'g_7717', 'g_7874', 'g_8042', 'g_8093', 'g_8136', 'g_8145', 'g_8181', 'g_8228', 'g_8291', 'g_8321', 'g_8347', 'g_8360', 'g_8370', 'g_8399', 'g_851', 'g_8480', 'g_8493', 'g_8504', 'g_8570', 'g_8645', 'g_8646', 'g_878', 'g_8850', 'g_8898', 'g_8984', 'g_9021', 'g_9104', 'g_9270', 'g_933', 'g_9622', 'g_12706', 'g_135', 'g_2730', 'g_7355', 'g_16875', 'g_5185', 'g_15604', 'g_5486', 'g_6383', 'g_6895', 'g_15617', 'g_7440', 'g_1635', 'g_1657', 'g_9218', 'g_9934', 'g_13739', 'g_13776', 'g_13968', 'g_14145', 'g_14278', 'g_14641', 'g_14892', 'g_15123', 'g_15160', 'g_7829', 'g_8237', 'g_8282', 'g_15376', 'g_8346', 'g_8491', 'g_8690', 'g_8771', 'g_15862', 'g_15436', 'g_10555', 'g_10772', 'g_11023', 'g_11215', 'g_11221', 'g_15671', 'g_5654', 'g_5769', 'g_5919', 'g_898', 'g_15619', 'g_3473', 'g_3619', 'g_2675', 'g_2706', 'g_15412', 'g_2944', 'g_336', 'g_645', 'g_11598', 'g_12211', 'g_12315', 'g_12324', 'g_12507', 'g_12691', 'g_12809', 'g_12934', 'g_4070', 'g_4531', 'g_4542', 'g_15567', 'g_4884']",304,cellular_component,304/1892,304/1894
GO:0016327,apicolateral plasma membrane,"['g_8', 'g_9639', 'g_9856', 'g_10251', 'g_10983', 'g_11040', 'g_11157', 'g_12736', 'g_13286', 'g_13380', 'g_13675', 'g_14066', 'g_14342', 'g_1436', 'g_14595', 'g_1533', 'g_1599', 'g_1630', 'g_2154', 'g_2411', 'g_2538', 'g_2920', 'g_3079', 'g_3176', 'g_3225', 'g_3386', 'g_3485', 'g_371', 'g_3837', 'g_4809', 'g_5031', 'g_5130', 'g_5651', 'g_6285', 'g_6304', 'g_6703', 'g_7615', 'g_779', 'g_8174', 'g_8176', 'g_8317', 'g_8504', 'g_7355', 'g_9638', 'g_9934', 'g_12507', 'g_12691', 'g_15506', 'g_4808', 'g_4884']",50,cellular_component,50/1892,50/1894
GO:0016441,post-transcriptional gene silencing,"['g_8', 'g_1658', 'g_3902', 'g_4179', 'g_4561']",5,biological_process,5/1892,5/1894
GO:0032507,maintenance of protein location in cell,"['g_8', 'g_10212', 'g_10868', 'g_11226', 'g_1983', 'g_3562', 'g_6946', 'g_8329', 'g_9456', 'g_5599', 'g_6823', 'g_9035', 'g_11183']",13,biological_process,13/1892,13/1894
GO:0035186,syncytial blastoderm mitotic cell cycle,"['g_8', 'g_14912', 'g_2850', 'g_3003', 'g_6736', 'g_7461', 'g_8325', 'g_878', 'g_12379']",9,biological_process,9/1892,9/1894
GO:0040027,negative regulation of vulval development,"['g_8', 'g_10212', 'g_11519', 'g_13588', 'g_14072', 'g_1430', 'g_14367', 'g_14661', 'g_1508', 'g_1662', 'g_1983', 'g_2123', 'g_2135', 'g_2150', 'g_2320', 'g_3006', 'g_3023', 'g_3496', 'g_37', 'g_3964', 'g_4165', 'g_4778', 'g_5031', 'g_5433', 'g_5584', 'g_6058', 'g_6883', 'g_7398', 'g_7461', 'g_8295', 'g_8722', 'g_878', 'g_8886', 'g_8984', 'g_940', 'g_7355', 'g_5168', 'g_7330', 'g_9634', 'g_15261', 'g_7930', 'g_3430', 'g_3718', 'g_1140', 'g_617', 'g_12148', 'g_4675', 'g_4884']",48,biological_process,48/1892,48/1894
GO:0042805,actinin binding,"['g_8', 'g_15161']",2,molecular_function,2/1892,2/1894
GO:0043296,apical junction complex,"['g_8', 'g_12363', 'g_12736', 'g_13286', 'g_13380', 'g_13707', 'g_1379', 'g_14299', 'g_14304', 'g_14551', 'g_14595', 'g_14728', 'g_1633', 'g_2563', 'g_2765', 'g_3176', 'g_3225', 'g_3654', 'g_4104', 'g_4842', 'g_6001', 'g_6289', 'g_6565', 'g_7141', 'g_7374', 'g_7445', 'g_779', 'g_7774', 'g_8111', 'g_8174', 'g_8176', 'g_8455', 'g_8504', 'g_8651', 'g_9339', 'g_9439', 'g_9456', 'g_135', 'g_1635', 'g_9218', 'g_12691']",41,cellular_component,41/1892,41/1894
GO:0045216,cell-cell junction organization,"['g_8', 'g_11114', 'g_13286', 'g_2538', 'g_2959', 'g_5369', 'g_6289', 'g_7428', 'g_779', 'g_8132', 'g_9255', 'g_781', 'g_5653', 'g_57', 'g_15347']",15,biological_process,15/1892,15/1894
GO:0045947,negative regulation of translational initiation,"['g_8', 'g_1671', 'g_7621', 'g_11706']",4,biological_process,4/1892,4/1894
GO:0046785,microtubule polymerization,"['g_8', 'g_9997', 'g_12091', 'g_12092', 'g_12155', 'g_13216', 'g_13588', 'g_14424', 'g_14996', 'g_15266', 'g_1664', 'g_1728', 'g_2527', 'g_2657', 'g_2663', 'g_2850', 'g_3003', 'g_5062', 'g_5423', 'g_6013', 'g_6040', 'g_852', 'g_855', 'g_856', 'g_878', 'g_9094', 'g_9298', 'g_6210', 'g_7159', 'g_8690', 'g_10742', 'g_6002', 'g_3389', 'g_3937', 'g_3978', 'g_10', 'g_453', 'g_4360', 'g_1451']",39,biological_process,39/1892,39/1894
GO:0046975,histone H3K36 methyltransferase activity,"['g_8', 'g_11519', 'g_1199', 'g_14072', 'g_1639', 'g_2320', 'g_2663', 'g_3548', 'g_4165', 'g_5031', 'g_6058', 'g_6883', 'g_7189', 'g_7398', 'g_7461', 'g_2007', 'g_3919', 'g_15261', 'g_7930', 'g_3947', 'g_2965', 'g_1140']",22,molecular_function,22/1892,22/1894
GO:0048009,insulin-like growth factor receptor signaling pathway,"['g_8', 'g_10635', 'g_2008', 'g_2920', 'g_6040', 'g_9021', 'g_10867', 'g_15506']",8,biological_process,8/1892,8/1894
GO:0060271,cilium assembly,"['g_8', 'g_9715', 'g_9728', 'g_9848', 'g_9982', 'g_10099', 'g_1014', 'g_10857', 'g_108', 'g_11003', 'g_11348', 'g_1159', 'g_11634', 'g_11766', 'g_11852', 'g_1196', 'g_12136', 'g_1241', 'g_12539', 'g_13063', 'g_13137', 'g_13268', 'g_1343', 'g_137', 'g_14441', 'g_14461', 'g_14549', 'g_14717', 'g_1662', 'g_1728', 'g_2040', 'g_2150', 'g_2340', 'g_2657', 'g_2724', 'g_2850', 'g_3045', 'g_3293', 'g_3332', 'g_3337', 'g_3425', 'g_3620', 'g_3658', 'g_3701', 'g_3736', 'g_383', 'g_3915', 'g_4458', 'g_4459', 'g_4772', 'g_4849', 'g_5062', 'g_5293', 'g_571', 'g_5685', 'g_5930', 'g_6133', 'g_6287', 'g_6323', 'g_6331', 'g_7074', 'g_7177', 'g_7226', 'g_7789', 'g_7882', 'g_7934', 'g_8005', 'g_8067', 'g_8123', 'g_8145', 'g_8223', 'g_8238', 'g_8242', 'g_841', 'g_8455', 'g_8485', 'g_8504', 'g_858', 'g_878', 'g_8978', 'g_9068', 'g_9140', 'g_9143', 'g_934', 'g_9345', 'g_9375', 'g_9378', 'g_4940', 'g_6823', 'g_9164', 'g_9430', 'g_1902', 'g_14265', 'g_14788', 'g_15004', 'g_2109', 'g_8596', 'g_8765', 'g_10543', 'g_10911', 'g_15650', 'g_11221', 'g_2381', 'g_10', 'g_477', 'g_12364', 'g_12372']",107,biological_process,107/1892,107/1894
GO:0060339,negative regulation of type I interferon-mediated signaling pathway,"['g_8', 'g_14866']",2,biological_process,2/1892,2/1894
GO:0061157,mRNA destabilization,"['g_8', 'g_2657', 'g_14821']",3,biological_process,3/1892,3/1894
GO:0072344,rescue of stalled ribosome,"['g_8', 'g_1729', 'g_4561', 'g_4586', 'g_12809']",5,biological_process,5/1892,5/1894
GO:1905793,protein localization to pericentriolar material,"['g_8', 'g_2850', 'g_3003', 'g_8123', 'g_878', 'g_9221']",6,biological_process,6/1892,6/1894
GO:1990635,proximal dendrite,"['g_8', 'g_2563', 'g_287']",3,cellular_component,3/1892,3/1894
GO:0000331,contractile vacuole,"['g_9639', 'g_10010', 'g_11025', 'g_12276', 'g_15043', 'g_2550', 'g_3485', 'g_4848', 'g_4866', 'g_6285', 'g_6703', 'g_7615', 'g_9431', 'g_9638']",14,cellular_component,14/1892,14/1894
GO:0005178,integrin binding,"['g_9639', 'g_9865', 'g_10659', 'g_11138', 'g_11752', 'g_11955', 'g_12711', 'g_13755', 'g_13866', 'g_16984', 'g_14642', 'g_2633', 'g_2757', 'g_2945', 'g_3196', 'g_3324', 'g_3388', 'g_3654', 'g_3740', 'g_3926', 'g_44', 'g_4842', 'g_4848', 'g_4866', 'g_5241', 'g_5404', 'g_6330', 'g_6843', 'g_7436', 'g_841', 'g_8628', 'g_8637', 'g_8722', 'g_16145', 'g_7324', 'g_2730', 'g_16875', 'g_783', 'g_8148', 'g_1657', 'g_1663', 'g_9638', 'g_9961', 'g_15726', 'g_2381', 'g_2449', 'g_15432', 'g_15401', 'g_12624', 'g_15408']",50,molecular_function,50/1892,50/1894
GO:0005920,smooth septate junction,"['g_9639', 'g_11114', 'g_13380', 'g_1533', 'g_2154', 'g_2538', 'g_3176', 'g_3225', 'g_3485', 'g_6285', 'g_6703', 'g_7615', 'g_8174', 'g_8176', 'g_8317', 'g_9638', 'g_12691']",17,cellular_component,17/1892,17/1894
GO:0006971,hypotonic response,"['g_9639', 'g_11424', 'g_1361', 'g_15043', 'g_2550', 'g_3485', 'g_4657', 'g_4848', 'g_4866', 'g_6285', 'g_6593', 'g_6703', 'g_7615', 'g_9638', 'g_4098']",15,biological_process,15/1892,15/1894
GO:0007416,synapse assembly,"['g_9639', 'g_10034', 'g_10203', 'g_10823', 'g_11223', 'g_11306', 'g_11383', 'g_12001', 'g_13038', 'g_13236', 'g_13437', 'g_13850', 'g_14272', 'g_1997', 'g_3485', 'g_3813', 'g_3964', 'g_4495', 'g_4821', 'g_4848', 'g_4866', 'g_5266', 'g_6040', 'g_6285', 'g_6690', 'g_6703', 'g_7356', 'g_7496', 'g_7739', 'g_8093', 'g_8628', 'g_8637', 'g_9106', 'g_9626', 'g_15313', 'g_9638', 'g_13222', 'g_13530', 'g_8282', 'g_8765', 'g_5852', 'g_3424', 'g_3921', 'g_12533', 'g_12691']",45,biological_process,45/1892,45/1894
GO:0008347,glial cell migration,"['g_9639', 'g_10050', 'g_10263', 'g_1107', 'g_11306', 'g_13123', 'g_3293', 'g_3386', 'g_3485', 'g_3525', 'g_386', 'g_4020', 'g_6285', 'g_6327', 'g_6703', 'g_7615', 'g_8054', 'g_8111', 'g_2900', 'g_287', 'g_9638', 'g_13739', 'g_7829']",23,biological_process,23/1892,23/1894
GO:0020018,ciliary pocket membrane,"['g_9639', 'g_2724', 'g_6703', 'g_6951', 'g_9638']",5,cellular_component,5/1892,5/1894
GO:0030195,negative regulation of blood coagulation,"['g_9639', 'g_10220', 'g_143', 'g_14396', 'g_1495', 'g_1903', 'g_3101', 'g_3232', 'g_4848', 'g_4866', 'g_5060', 'g_8637', 'g_8943', 'g_16291', 'g_9638', 'g_14249', 'g_15403']",17,biological_process,17/1892,17/1894
GO:0039532,negative regulation of cytoplasmic pattern recognition receptor signaling pathway,"['g_9639', 'g_4848', 'g_4866', 'g_8637']",4,biological_process,4/1892,4/1894
GO:0043124,negative regulation of canonical NF-kappaB signal transduction,"['g_9639', 'g_994', 'g_163', 'g_4848', 'g_4866', 'g_8637', 'g_9372', 'g_10834']",8,biological_process,8/1892,8/1894
GO:0051285,cell cortex of cell tip,"['g_9639', 'g_9793', 'g_10659', 'g_10670', 'g_12444', 'g_13474', 'g_14424', 'g_14551', 'g_2030', 'g_2945', 'g_3775', 'g_3779', 'g_5120', 'g_6133', 'g_8984', 'g_9274', 'g_5227', 'g_8976', 'g_13644', 'g_10669', 'g_3389', 'g_4040']",22,cellular_component,22/1892,22/1894
GO:0061028,establishment of endothelial barrier,"['g_9639', 'g_3485', 'g_3525', 'g_3780', 'g_5404', 'g_6285', 'g_6703', 'g_7615', 'g_8593', 'g_9638', 'g_8690']",11,biological_process,11/1892,11/1894
GO:0070925,organelle assembly,"['g_9639', 'g_3485', 'g_4848', 'g_4866', 'g_6285', 'g_6703', 'g_8637', 'g_9638', 'g_8346']",9,biological_process,9/1892,9/1894
GO:0090528,smooth septate junction assembly,"['g_9639', 'g_13380', 'g_1533', 'g_2154', 'g_2538', 'g_3176', 'g_3225', 'g_3485', 'g_6285', 'g_6703', 'g_7615', 'g_8174', 'g_8176', 'g_9638', 'g_12691']",15,biological_process,15/1892,15/1894
GO:0000272,polysaccharide catabolic process,"['g_9651', 'g_6712', 'g_6767', 'g_7059']",4,biological_process,4/1892,4/1894
GO:0001555,oocyte growth,"['g_9651', 'g_1050', 'g_11158', 'g_12204', 'g_12404', 'g_12667', 'g_12736', 'g_13063', 'g_1379', 'g_14341', 'g_14873', 'g_1950', 'g_1997', 'g_2305', 'g_2347', 'g_2953', 'g_3176', 'g_3225', 'g_4076', 'g_4783', 'g_4821', 'g_4904', 'g_656', 'g_7233', 'g_8228', 'g_8504', 'g_8850', 'g_1998', 'g_15160', 'g_3784', 'g_12211', 'g_4589']",32,biological_process,32/1892,32/1894
GO:0003344,pericardium morphogenesis,"['g_9651', 'g_3176', 'g_4076', 'g_7233', 'g_7446', 'g_7522', 'g_8850', 'g_3001', 'g_12211']",9,biological_process,9/1892,9/1894
GO:0004177,aminopeptidase activity,"['g_9651', 'g_13380', 'g_13614', 'g_14557', 'g_3184', 'g_3719', 'g_5146', 'g_6910', 'g_1466', 'g_11041']",10,molecular_function,10/1892,10/1894
GO:0004555,"alpha,alpha-trehalase activity",['g_9651'],1,molecular_function,1/1892,1/1894
GO:0004558,"alpha-1,4-glucosidase activity","['g_9651', 'g_12914', 'g_1637', 'g_2633']",4,molecular_function,4/1892,4/1894
GO:0005788,endoplasmic reticulum lumen,"['g_9651', 'g_9734', 'g_97', 'g_9931', 'g_10010', 'g_10338', 'g_10640', 'g_10923', 'g_11114', 'g_11147', 'g_11158', 'g_1142', 'g_11702', 'g_11769', 'g_11803', 'g_11840', 'g_11955', 'g_12134', 'g_12604', 'g_13246', 'g_14420', 'g_14750', 'g_14818', 'g_14841', 'g_14971', 'g_160', 'g_1729', 'g_2501', 'g_2504', 'g_2677', 'g_2722', 'g_2757', 'g_2920', 'g_3098', 'g_3228', 'g_3413', 'g_3654', 'g_4669', 'g_4741', 'g_4975', 'g_5293', 'g_5473', 'g_5535', 'g_5787', 'g_6134', 'g_6258', 'g_62', 'g_6711', 'g_6712', 'g_7374', 'g_7974', 'g_8191', 'g_8241', 'g_8570', 'g_9146', 'g_9274', 'g_933', 'g_2730', 'g_13766', 'g_6910', 'g_6294', 'g_287', 'g_15445', 'g_7212', 'g_15379', 'g_9961', 'g_15637', 'g_15726', 'g_10219', 'g_10543', 'g_15403', 'g_6135', 'g_4796']",73,cellular_component,73/1892,73/1894
GO:0005789,endoplasmic reticulum membrane,"['g_9651', 'g_9749', 'g_9866', 'g_9886', 'g_9982', 'g_10078', 'g_10102', 'g_10266', 'g_10268', 'g_10349', 'g_10522', 'g_10632', 'g_10761', 'g_10791', 'g_10934', 'g_10967', 'g_11040', 'g_11223', 'g_11457', 'g_11772', 'g_11840', 'g_11904', 'g_1196', 'g_12209', 'g_12268', 'g_12604', 'g_12703', 'g_12890', 'g_12901', 'g_132', 'g_13165', 'g_13559', 'g_13761', 'g_13956', 'g_14072', 'g_14157', 'g_14282', 'g_14343', 'g_14396', 'g_14557', 'g_14579', 'g_14750', 'g_14841', 'g_14866', 'g_14965', 'g_14967', 'g_15126', 'g_160', 'g_1593', 'g_1755', 'g_1802', 'g_1852', 'g_1983', 'g_2189', 'g_2211', 'g_2238', 'g_2246', 'g_2286', 'g_2407', 'g_2713', 'g_2724', 'g_299', 'g_3159', 'g_3316', 'g_3332', 'g_3386', 'g_3431', 'g_3562', 'g_3701', 'g_3776', 'g_3896', 'g_3924', 'g_3951', 'g_3961', 'g_4020', 'g_4144', 'g_4177', 'g_4395', 'g_4655', 'g_4657', 'g_5034', 'g_5054', 'g_5081', 'g_5082', 'g_5084', 'g_518', 'g_5293', 'g_5373', 'g_5414', 'g_5417', 'g_555', 'g_5658', 'g_574', 'g_5787', 'g_5851', 'g_5999', 'g_6098', 'g_6258', 'g_6588', 'g_6622', 'g_6774', 'g_716', 'g_725', 'g_6', 'g_7876', 'g_7944', 'g_7974', 'g_8132', 'g_8291', 'g_8321', 'g_8376', 'g_8485', 'g_8504', 'g_8646', 'g_8725', 'g_878', 'g_9366', 'g_9431', 'g_6210', 'g_9578', 'g_12784', 'g_5227', 'g_736', 'g_7212', 'g_9765', 'g_15428', 'g_13776', 'g_13968', 'g_15461', 'g_2004', 'g_2051', 'g_7829', 'g_8043', 'g_15588', 'g_10801', 'g_10979', 'g_2497', 'g_5769', 'g_5852', 'g_895', 'g_3617', 'g_3818', 'g_2938', 'g_11598', 'g_15575', 'g_15357', 'g_15347', 'g_4796']",148,cellular_component,148/1892,148/1894
GO:0005993,trehalose catabolic process,['g_9651'],1,biological_process,1/1892,1/1894
GO:0006491,N-glycan processing,"['g_9651', 'g_10923', 'g_11769', 'g_11803', 'g_12132', 'g_14274', 'g_2330', 'g_2722', 'g_4148', 'g_5473', 'g_555', 'g_6329', 'g_8570', 'g_9146', 'g_6630', 'g_2331']",16,biological_process,16/1892,16/1894
GO:0007157,heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules,"['g_9651', 'g_10687', 'g_11025', 'g_11158', 'g_11955', 'g_12204', 'g_12268', 'g_1436', 'g_14913', 'g_1997', 'g_2591', 'g_2953', 'g_3176', 'g_3184', 'g_3605', 'g_3658', 'g_3755', 'g_3813', 'g_4076', 'g_4783', 'g_4821', 'g_5404', 'g_6304', 'g_684', 'g_7233', 'g_8850', 'g_934', 'g_16875', 'g_15726', 'g_8322', 'g_11023', 'g_3001', 'g_12211', 'g_4589']",34,biological_process,34/1892,34/1894
