go_id,go_description,gene_ids,count_genes,category,GeneRatio,BgRatio
GO:0009792,embryo development ending in birth or egg hatching,"['g_8', 'g_9715', 'g_97', 'g_9908', 'g_10310', 'g_10330', 'g_10439', 'g_10468', 'g_1050', 'g_10572', 'g_10603', 'g_16832', 'g_10675', 'g_10748', 'g_10758', 'g_10777', 'g_10804', 'g_10840', 'g_10899', 'g_11070', 'g_11114', 'g_11119', 'g_11122', 'g_11138', 'g_11223', 'g_11308', 'g_11339', 'g_11348', 'g_11446', 'g_1178', 'g_1185', 'g_11927', 'g_11956', 'g_12001', 'g_12142', 'g_12201', 'g_12276', 'g_12413', 'g_12540', 'g_12548', 'g_12565', 'g_12655', 'g_12700', 'g_12736', 'g_12777', 'g_12786', 'g_13092', 'g_13143', 'g_13211', 'g_13216', 'g_13237', 'g_13261', 'g_13507', 'g_13554', 'g_13590', 'g_137', 'g_13623', 'g_13630', 'g_13649', 'g_13707', 'g_13740', 'g_13759', 'g_13763', 'g_13959', 'g_14002', 'g_14031', 'g_14165', 'g_14287', 'g_1430', 'g_14342', 'g_14343', 'g_14367', 'g_16984', 'g_14410', 'g_14441', 'g_14462', 'g_1450', 'g_14551', 'g_14873', 'g_15041', 'g_1508', 'g_15174', 'g_1534', 'g_1650', 'g_1807', 'g_1997', 'g_2068', 'g_2125', 'g_2205', 'g_2216', 'g_2242', 'g_225', 'g_2317', 'g_236', 'g_2430', 'g_2443', 'g_2616', 'g_2701', 'g_2765', 'g_2786', 'g_2787', 'g_2788', 'g_2895', 'g_2950', 'g_2975', 'g_2983', 'g_3003', 'g_3006', 'g_3023', 'g_3048', 'g_3056', 'g_3208', 'g_3365', 'g_3480', 'g_3548', 'g_3605', 'g_365', 'g_3639', 'g_3740', 'g_3755', 'g_383', 'g_3803', 'g_3862', 'g_3896', 'g_3940', 'g_3964', 'g_4020', 'g_4074', 'g_4076', 'g_412', 'g_4371', 'g_4419', 'g_4665', 'g_4778', 'g_4783', 'g_4821', 'g_4845', 'g_5098', 'g_5266', 'g_5300', 'g_5329', 'g_5369', 'g_5415', 'g_5418', 'g_5510', 'g_5637', 'g_5727', 'g_5777', 'g_5778', 'g_5980', 'g_5985', 'g_6040', 'g_6072', 'g_6098', 'g_6258', 'g_6511', 'g_6593', 'g_6622', 'g_6670', 'g_6932', 'g_6973', 'g_6992', 'g_7039', 'g_7172', 'g_7218', 'g_7233', 'g_7250', 'g_7432', 'g_7584', 'g_7608', 'g_7637', 'g_7641', 'g_7681', 'g_7709', 'g_7774', 'g_7903', 'g_7993', 'g_8054', 'g_8124', 'g_8129', 'g_8136', 'g_8141', 'g_8162', 'g_8179', 'g_8181', 'g_8228', 'g_8262', 'g_8267', 'g_8325', 'g_8329', 'g_8360', 'g_8367', 'g_8421', 'g_8436', 'g_8569', 'g_8570', 'g_8583', 'g_8593', 'g_8600', 'g_8607', 'g_8651', 'g_8702', 'g_8753', 'g_8820', 'g_8886', 'g_8898', 'g_8912', 'g_8991', 'g_9068', 'g_9075', 'g_9339', 'g_940', 'g_9402', 'g_9440', 'g_950', 'g_9614', 'g_12784', 'g_9236', 'g_13506', 'g_6316', 'g_1187', 'g_5648', 'g_5168', 'g_5294', 'g_5436', 'g_6383', 'g_6594', 'g_6618', 'g_6851', 'g_6893', 'g_7240', 'g_1635', 'g_15332', 'g_9035', 'g_9132', 'g_9329', 'g_9372', 'g_9412', 'g_9418', 'g_9961', 'g_9992', 'g_13064', 'g_13090', 'g_13301', 'g_13692', 'g_13768', 'g_14240', 'g_14545', 'g_14821', 'g_15028', 'g_15261', 'g_2045', 'g_7930', 'g_8004', 'g_8496', 'g_8596', 'g_10335', 'g_15436', 'g_10515', 'g_10716', 'g_10741', 'g_2419', 'g_5662', 'g_5816', 'g_6051', 'g_6315', 'g_15570', 'g_3327', 'g_16855', 'g_3592', 'g_3934', 'g_3978', 'g_1030', 'g_2580', 'g_2628', 'g_2659', 'g_2706', 'g_15420', 'g_11288', 'g_11649', 'g_11706', 'g_11757', 'g_12183', 'g_12211', 'g_16962', 'g_12426', 'g_12598', 'g_12740', 'g_720', 'g_4429', 'g_4589']",291,biological_process,291/1842,291/1844
GO:0010494,cytoplasmic stress granule,"['g_8', 'g_9846', 'g_16832', 'g_1084', 'g_10988', 'g_11034', 'g_11737', 'g_11837', 'g_11999', 'g_12201', 'g_12412', 'g_12781', 'g_1332', 'g_13921', 'g_14002', 'g_14051', 'g_14161', 'g_14551', 'g_15009', 'g_15056', 'g_1574', 'g_2205', 'g_2584', 'g_3128', 'g_3293', 'g_3548', 'g_489', 'g_5832', 'g_5987', 'g_6186', 'g_6262', 'g_7951', 'g_8568', 'g_950', 'g_6618', 'g_1636', 'g_13496', 'g_13644', 'g_14821', 'g_8734', 'g_12598', 'g_4429']",42,cellular_component,42/1842,42/1844
GO:0015629,actin cytoskeleton,"['g_8', 'g_1017', 'g_10401', 'g_1100', 'g_11034', 'g_11428', 'g_11446', 'g_11643', 'g_11999', 'g_12413', 'g_12548', 'g_12703', 'g_12733', 'g_12791', 'g_13234', 'g_13363', 'g_13474', 'g_13649', 'g_13770', 'g_14441', 'g_14464', 'g_14531', 'g_14548', 'g_1475', 'g_14873', 'g_15030', 'g_15143', 'g_15174', 'g_15232', 'g_1534', 'g_1599', 'g_1833', 'g_1922', 'g_2411', 'g_2765', 'g_2946', 'g_3003', 'g_3341', 'g_3480', 'g_3703', 'g_3837', 'g_3964', 'g_3984', 'g_4044', 'g_4073', 'g_4074', 'g_4336', 'g_4845', 'g_5098', 'g_5728', 'g_6384', 'g_6973', 'g_6988', 'g_6996', 'g_7336', 'g_737', 'g_7445', 'g_7774', 'g_7886', 'g_7916', 'g_7993', 'g_8141', 'g_8179', 'g_8325', 'g_8455', 'g_8600', 'g_8651', 'g_8702', 'g_9467', 'g_13766', 'g_5648', 'g_421', 'g_6512', 'g_6851', 'g_6914', 'g_15332', 'g_9315', 'g_9929', 'g_10051', 'g_13388', 'g_15028', 'g_7853', 'g_7930', 'g_8496', 'g_8705', 'g_8715', 'g_10277', 'g_10716', 'g_11215', 'g_15601', 'g_3931', 'g_1030', 'g_15420', 'g_2963', 'g_11757', 'g_1280', 'g_12183', 'g_4909']",98,cellular_component,98/1842,98/1844
GO:0016324,apical plasma membrane,"['g_8', 'g_9649', 'g_9651', 'g_9715', 'g_9783', 'g_9784', 'g_9796', 'g_9798', 'g_9856', 'g_994', 'g_9987', 'g_10022', 'g_10418', 'g_10437', 'g_10439', 'g_1055', 'g_10603', 'g_10823', 'g_10896', 'g_10899', 'g_10983', 'g_11033', 'g_11040', 'g_11070', 'g_11119', 'g_11157', 'g_11158', 'g_11233', 'g_11330', 'g_11349', 'g_11395', 'g_11566', 'g_11927', 'g_1193', 'g_11970', 'g_12029', 'g_12367', 'g_12413', 'g_12543', 'g_12700', 'g_12703', 'g_12733', 'g_12736', 'g_12777', 'g_12790', 'g_1308', 'g_13092', 'g_13111', 'g_13143', 'g_13149', 'g_13165', 'g_13188', 'g_13198', 'g_13268', 'g_13297', 'g_13390', 'g_13499', 'g_13510', 'g_13552', 'g_13554', 'g_137', 'g_13622', 'g_13750', 'g_13755', 'g_1375', 'g_13785', 'g_13957', 'g_13959', 'g_14053', 'g_1407', 'g_14168', 'g_14250', 'g_14272', 'g_14342', 'g_14343', 'g_14642', 'g_14645', 'g_14706', 'g_1472', 'g_14873', 'g_14893', 'g_14972', 'g_15041', 'g_15143', 'g_15174', 'g_159', 'g_1579', 'g_1630', 'g_173', 'g_1833', 'g_1921', 'g_1922', 'g_2064', 'g_2290', 'g_2305', 'g_2347', 'g_2411', 'g_2538', 'g_2615', 'g_2616', 'g_2672', 'g_2866', 'g_2887', 'g_2946', 'g_2950', 'g_3023', 'g_3056', 'g_3176', 'g_3267', 'g_3294', 'g_3341', 'g_3388', 'g_3419', 'g_3582', 'g_3631', 'g_3654', 'g_3746', 'g_3755', 'g_3803', 'g_3837', 'g_3950', 'g_3982', 'g_4020', 'g_4076', 'g_4371', 'g_44', 'g_4540', 'g_4548', 'g_4618', 'g_4665', 'g_4778', 'g_4821', 'g_5102', 'g_5128', 'g_5340', 'g_5341', 'g_5369', 'g_5437', 'g_5467', 'g_5727', 'g_5755', 'g_5826', 'g_5980', 'g_6077', 'g_6093', 'g_6098', 'g_6187', 'g_6289', 'g_650', 'g_6615', 'g_6690', 'g_6724', 'g_6856', 'g_6898', 'g_6901', 'g_6916', 'g_7166', 'g_7218', 'g_7233', 'g_7256', 'g_7259', 'g_737', 'g_7373', 'g_7417', 'g_7608', 'g_7615', 'g_7637', 'g_7874', 'g_7899', 'g_8136', 'g_8179', 'g_8181', 'g_8228', 'g_8267', 'g_8291', 'g_8360', 'g_851', 'g_8480', 'g_8493', 'g_8504', 'g_8570', 'g_8645', 'g_8697', 'g_8849', 'g_8850', 'g_8898', 'g_8945', 'g_9075', 'g_9097', 'g_9104', 'g_933', 'g_9379', 'g_8369', 'g_12706', 'g_3486', 'g_12285', 'g_9236', 'g_13506', 'g_16875', 'g_7514', 'g_5648', 'g_5185', 'g_15604', 'g_5428', 'g_6383', 'g_6895', 'g_15617', 'g_6991', 'g_7440', 'g_1635', 'g_1657', 'g_9302', 'g_15784', 'g_1737', 'g_13768', 'g_13739', 'g_13776', 'g_13968', 'g_14278', 'g_14641', 'g_14892', 'g_15771', 'g_15160', 'g_8164', 'g_8346', 'g_8491', 'g_15436', 'g_10772', 'g_11104', 'g_11215', 'g_11221', 'g_15671', 'g_5654', 'g_5769', 'g_5805', 'g_5816', 'g_5919', 'g_898', 'g_15531', 'g_6182', 'g_15619', 'g_15605', 'g_3598', 'g_3619', 'g_2659', 'g_2706', 'g_2944', 'g_11598', 'g_11757', 'g_12211', 'g_12255', 'g_12282', 'g_12315', 'g_16962', 'g_12507', 'g_12653', 'g_12872', 'g_12934', 'g_4208', 'g_15438', 'g_4872']",261,cellular_component,261/1842,261/1844
GO:0016327,apicolateral plasma membrane,"['g_8', 'g_9649', 'g_9783', 'g_9784', 'g_9856', 'g_10339', 'g_10983', 'g_11040', 'g_11157', 'g_12736', 'g_12790', 'g_13510', 'g_13554', 'g_13622', 'g_13623', 'g_14287', 'g_14342', 'g_1599', 'g_1630', 'g_2411', 'g_2538', 'g_2887', 'g_2950', 'g_3176', 'g_3837', 'g_4809', 'g_5467', 'g_5651', 'g_5980', 'g_6285', 'g_6615', 'g_7615', 'g_7681', 'g_8317', 'g_8504', 'g_12285', 'g_9236', 'g_13506', 'g_9638', 'g_15771', 'g_10795', 'g_15605', 'g_2659', 'g_2674', 'g_12507', 'g_4808']",46,cellular_component,46/1842,46/1844
GO:0016441,post-transcriptional gene silencing,"['g_8', 'g_11055', 'g_12786', 'g_14442', 'g_1658', 'g_323', 'g_4179', 'g_4630', 'g_5832', 'g_8754']",10,biological_process,10/1842,10/1844
GO:0032507,maintenance of protein location in cell,"['g_8', 'g_10675', 'g_12181', 'g_181', 'g_1983', 'g_3562', 'g_3982', 'g_5145', 'g_5522', 'g_6130', 'g_7336', 'g_8329', 'g_950', 'g_6823', 'g_9035']",15,biological_process,15/1842,15/1844
GO:0035186,syncytial blastoderm mitotic cell cycle,"['g_8', 'g_1274', 'g_13234', 'g_3003', 'g_6736', 'g_8325', 'g_4499']",7,biological_process,7/1842,7/1844
GO:0040027,negative regulation of vulval development,"['g_8', 'g_9798', 'g_9859', 'g_10675', 'g_10846', 'g_11119', 'g_11355', 'g_11446', 'g_11990', 'g_12275', 'g_1274', 'g_1277', 'g_13759', 'g_14313', 'g_1430', 'g_14367', 'g_1508', 'g_1662', 'g_1807', 'g_1928', 'g_1983', 'g_2317', 'g_3006', 'g_3023', 'g_3365', 'g_3862', 'g_3964', 'g_4419', 'g_4778', 'g_5052', 'g_513', 'g_5925', 'g_7039', 'g_714', 'g_7325', 'g_7567', 'g_7637', 'g_8220', 'g_8569', 'g_8702', 'g_8722', 'g_8753', 'g_8886', 'g_940', 'g_5648', 'g_5168', 'g_9885', 'g_13301', 'g_14805', 'g_15261', 'g_7930', 'g_11124', 'g_3394', 'g_3718', 'g_1140', 'g_15413']",56,biological_process,56/1842,56/1844
GO:0042805,actinin binding,"['g_8', 'g_16832', 'g_12201', 'g_14002', 'g_15161']",5,molecular_function,5/1842,5/1844
GO:0043296,apical junction complex,"['g_8', 'g_12736', 'g_13554', 'g_13707', 'g_14287', 'g_14299', 'g_14551', 'g_2765', 'g_2887', 'g_3176', 'g_3654', 'g_6289', 'g_7445', 'g_7681', 'g_7774', 'g_8455', 'g_8504', 'g_8651', 'g_8806', 'g_9339', 'g_1635']",21,cellular_component,21/1842,21/1844
GO:0045216,cell-cell junction organization,"['g_8', 'g_11114', 'g_14287', 'g_2538', 'g_2959', 'g_5369', 'g_6289', 'g_7681', 'g_9255', 'g_5653']",10,biological_process,10/1842,10/1844
GO:0045947,negative regulation of translational initiation,"['g_8', 'g_11990', 'g_14287', 'g_1671', 'g_501', 'g_5832', 'g_6262', 'g_11706']",8,biological_process,8/1842,8/1844
GO:0046785,microtubule polymerization,"['g_8', 'g_10339', 'g_12155', 'g_1277', 'g_13216', 'g_15266', 'g_1664', 'g_1728', 'g_2334', 'g_2527', 'g_2663', 'g_2975', 'g_3003', 'g_5522', 'g_6040', 'g_7441', 'g_7681', 'g_852', 'g_9298', 'g_6210', 'g_14276', 'g_7176', 'g_16977', 'g_14356', 'g_5662', 'g_3937', 'g_3978', 'g_453', 'g_4360', 'g_1451']",30,biological_process,30/1842,30/1844
GO:0046975,histone H3K36 methyltransferase activity,"['g_8', 'g_9859', 'g_12275', 'g_1274', 'g_14313', 'g_1928', 'g_2663', 'g_3548', 'g_3925', 'g_513', 'g_5925', 'g_7189', 'g_7567', 'g_8569', 'g_8753', 'g_2007', 'g_15261', 'g_7930', 'g_15783', 'g_3394', 'g_3947', 'g_2965', 'g_1140']",23,molecular_function,23/1842,23/1844
GO:0048009,insulin-like growth factor receptor signaling pathway,"['g_8', 'g_2853', 'g_4791', 'g_5832', 'g_6040', 'g_3808']",6,biological_process,6/1842,6/1844
GO:0060271,cilium assembly,"['g_8', 'g_9715', 'g_9794', 'g_10675', 'g_11348', 'g_11766', 'g_11820', 'g_11852', 'g_1196', 'g_11990', 'g_12015', 'g_12308', 'g_12539', 'g_12777', 'g_13137', 'g_13149', 'g_13268', 'g_1343', 'g_137', 'g_13990', 'g_14328', 'g_14441', 'g_14461', 'g_14549', 'g_14717', 'g_14719', 'g_15120', 'g_1555', 'g_1662', 'g_1728', 'g_2317', 'g_2340', 'g_2430', 'g_2701', 'g_2983', 'g_3293', 'g_3323', 'g_3332', 'g_3337', 'g_3425', 'g_3736', 'g_383', 'g_4120', 'g_4166', 'g_4458', 'g_4849', 'g_5145', 'g_5192', 'g_5299', 'g_5343', 'g_5716', 'g_5778', 'g_5826', 'g_5930', 'g_5980', 'g_6133', 'g_6323', 'g_7074', 'g_7177', 'g_7217', 'g_7317', 'g_7584', 'g_7677', 'g_8123', 'g_8223', 'g_8379', 'g_8455', 'g_8504', 'g_9068', 'g_9140', 'g_9291', 'g_9345', 'g_9440', 'g_9493', 'g_11249', 'g_5519', 'g_6823', 'g_7176', 'g_1902', 'g_15771', 'g_2109', 'g_8596', 'g_10543', 'g_10628', 'g_11221', 'g_477', 'g_12183', 'g_12372', 'g_15438']",89,biological_process,89/1842,89/1844
GO:0060339,negative regulation of type I interferon-mediated signaling pathway,"['g_8', 'g_13990', 'g_14866', 'g_5832', 'g_15783']",5,biological_process,5/1842,5/1844
GO:0061157,mRNA destabilization,"['g_8', 'g_10468', 'g_10988', 'g_5832', 'g_5987', 'g_14821']",6,biological_process,6/1842,6/1844
GO:0072344,rescue of stalled ribosome,"['g_8', 'g_11055', 'g_4630', 'g_5832', 'g_8912']",5,biological_process,5/1842,5/1844
GO:1905793,protein localization to pericentriolar material,"['g_8', 'g_3003', 'g_5192', 'g_8123', 'g_9221']",5,biological_process,5/1842,5/1844
GO:1990635,proximal dendrite,"['g_8', 'g_5832', 'g_15223']",3,cellular_component,3/1842,3/1844
GO:0000212,meiotic spindle organization,"['g_9645', 'g_1427', 'g_15120', 'g_1567', 'g_1807', 'g_2102', 'g_2527', 'g_306', 'g_5025', 'g_5957', 'g_7177', 'g_7637', 'g_6', 'g_9074', 'g_7514', 'g_6991', 'g_10067', 'g_1857', 'g_5662', 'g_11586', 'g_12197', 'g_4703']",22,biological_process,22/1842,22/1844
GO:0000976,transcription cis-regulatory region binding,"['g_9645', 'g_9846', 'g_10846', 'g_10962', 'g_11057', 'g_11355', 'g_11990', 'g_12433', 'g_13070', 'g_13636', 'g_13997', 'g_14313', 'g_1567', 'g_174', 'g_2975', 'g_3504', 'g_4410', 'g_507', 'g_5052', 'g_5690', 'g_6511', 'g_6917', 'g_8535', 'g_9207', 'g_7348', 'g_14545', 'g_2045', 'g_6248', 'g_3394', 'g_2965', 'g_11754', 'g_4808']",32,molecular_function,32/1842,32/1844
GO:0004714,transmembrane receptor protein tyrosine kinase activity,"['g_9645', 'g_96', 'g_1107', 'g_11223', 'g_12001', 'g_12011', 'g_12218', 'g_12711', 'g_12790', 'g_12791', 'g_1289', 'g_1322', 'g_14501', 'g_14923', 'g_1887', 'g_1997', 'g_2853', 'g_3332', 'g_3359', 'g_3512', 'g_3525', 'g_3670', 'g_3740', 'g_4020', 'g_4618', 'g_4730', 'g_6000', 'g_6282', 'g_7233', 'g_7259', 'g_7356', 'g_7613', 'g_8054', 'g_8291', 'g_12784', 'g_16945', 'g_1663', 'g_15584', 'g_8004', 'g_8043', 'g_15515', 'g_15531', 'g_3358', 'g_3808', 'g_16830', 'g_517', 'g_12533', 'g_12705', 'g_4589']",49,molecular_function,49/1842,49/1844
